Order ID,Product,Category,Price,Quantity,Location,Order Date
ORD-00263,Laptop,Electronics,79.95,4,New York,2024-07-28
ORD-00264,Building Blocks,Toys,156.5,8,Los Angeles,2024-07-25
ORD-00265,Tennis Racket,Sports,273.69,6,Houston,2023-12-10
ORD-00266,Action Figure,Toys,404.83,7,Chicago,2024-05-04
ORD-00267,Fiction,Books,598.27,6,San Francisco,2024-05-24
ORD-00268,Basketball,Sports,775.06,9,Houston,2024-11-25
ORD-00269,Basketball,Sports,632.72,10,Houston,2023-12-17
ORD-00270,Doll,Toys,153.33,10,Houston,2024-10-26
ORD-00271,Basketball,Sports,315.19,3,Chicago,2024-01-19
ORD-00272,Doll,Toys,501.39,10,Houston,2024-10-08
ORD-00273,Non-Fiction,Books,911.12,6,San Francisco,2024-10-13
ORD-00274,Action Figure,Toys,536.67,6,Houston,2024-01-24
ORD-00275,Microwave,Home & Kitchen,177.7,4,Los Angeles,2024-02-20
ORD-00276,Football,Sports,403.83,8,Los Angeles,2024-09-06
ORD-00277,Blender,Home & Kitchen,774.85,4,Houston,2024-07-17
ORD-00278,Biography,Books,660.9,7,Los Angeles,2024-05-12
ORD-00279,Laptop,Electronics,340.51,6,San Francisco,2023-12-31
ORD-00280,Microwave,Home & Kitchen,999.62,1,Los Angeles,2024-03-08
ORD-00281,Phone,Electronics,891.76,5,San Francisco,2023-12-12
ORD-00282,Blender,Home & Kitchen,651.39,9,New York,2024-01-17
ORD-00283,Microwave,Home & Kitchen,505.24,7,Los Angeles,2024-02-14
ORD-00284,Tennis Racket,Sports,403.56,1,Los Angeles,2024-07-09
ORD-00285,Building Blocks,Toys,489.87,5,Los Angeles,2024-07-29
ORD-00286,Basketball,Sports,497.98,10,New York,2024-08-11
ORD-00287,Jacket,Clothing,366.33,8,Los Angeles,2024-08-20
ORD-00288,Tablet,Electronics,738.65,6,Los Angeles,2024-08-25
ORD-00289,Doll,Toys,830.94,1,New York,2024-01-30
ORD-00290,Phone,Electronics,910.42,4,Los Angeles,2024-09-03
ORD-00291,Vacuum Cleaner,Home & Kitchen,179.8,2,San Francisco,2024-03-25
ORD-00292,Jacket,Clothing,367.45,3,San Francisco,2024-05-04
ORD-00293,Cookware,Home & Kitchen,608.53,8,Houston,2024-04-21
ORD-00294,Non-Fiction,Books,202.96,5,New York,2024-02-24
ORD-00295,Tennis Racket,Sports,121.06,9,New York,2024-01-18
ORD-00296,Biography,Books,42.35,8,Los Angeles,2024-07-26
ORD-00297,Shirt,Clothing,904.75,1,San Francisco,2024-07-09
ORD-00298,Basketball,Sports,81.89,5,Houston,2024-06-18
ORD-00299,Shirt,Clothing,79.09,7,Chicago,2024-10-06
ORD-00300,Basketball,Sports,179.77,8,New York,2024-05-30
ORD-00301,Jeans,Clothing,853.18,6,New York,2024-10-10
ORD-00302,Basketball,Sports,518.86,3,Houston,2024-01-12
ORD-00303,Doll,Toys,539.56,7,San Francisco,2024-03-17
ORD-00304,Building Blocks,Toys,373.92,4,San Francisco,2023-12-11
ORD-00305,Shirt,Clothing,673.58,1,New York,2024-08-10
ORD-00306,Jacket,Clothing,961.2,5,Houston,2024-04-08
ORD-00307,Action Figure,Toys,313.41,3,San Francisco,2024-05-18
ORD-00308,Building Blocks,Toys,427.78,4,Los Angeles,2024-11-25
ORD-00309,Cookware,Home & Kitchen,201.66,7,Los Angeles,2023-12-22
ORD-00310,Textbook,Books,651.38,5,New York,2024-11-14
ORD-00311,Vacuum Cleaner,Home & Kitchen,736.16,5,Chicago,2023-12-09
ORD-00312,Jeans,Clothing,530.81,1,Houston,2024-06-12
ORD-00313,Vacuum Cleaner,Home & Kitchen,79.94,10,Houston,2024-03-24
ORD-00314,Doll,Toys,583.53,2,New York,2024-05-26
ORD-00315,Basketball,Sports,728.38,5,Chicago,2024-07-05
ORD-00316,Blender,Home & Kitchen,360.97,7,New York,2024-09-11
ORD-00317,Textbook,Books,253.92,9,Chicago,2024-01-27
ORD-00318,Basketball,Sports,552.92,7,New York,2024-10-04
ORD-00319,Phone,Electronics,928.11,8,Chicago,2024-09-18
ORD-00320,Vacuum Cleaner,Home & Kitchen,976.83,8,San Francisco,2024-09-05
ORD-00321,Building Blocks,Toys,795.96,5,Chicago,2024-03-19
ORD-00322,Puzzle,Toys,674.99,7,New York,2024-10-14
ORD-00323,Basketball,Sports,114.06,9,New York,2024-10-28
ORD-00324,Puzzle,Toys,357.31,4,New York,2024-08-19
ORD-00325,Cookware,Home & Kitchen,677.38,10,San Francisco,2023-12-10
ORD-00326,Textbook,Books,302.41,3,New York,2024-01-06
ORD-00327,Tablet,Electronics,147.26,3,New York,2024-07-01
ORD-00328,Vacuum Cleaner,Home & Kitchen,550.91,5,Chicago,2024-02-03
ORD-00329,Jeans,Clothing,334.85,8,Chicago,2024-08-13
ORD-00330,Textbook,Books,782.7,7,Los Angeles,2024-01-03
ORD-00331,Doll,Toys,899.34,9,New York,2024-01-28
ORD-00332,Textbook,Books,323.13,10,Houston,2023-12-17
ORD-00333,Vacuum Cleaner,Home & Kitchen,855.54,4,New York,2024-11-20
ORD-00334,Action Figure,Toys,691.76,4,New York,2024-01-23
ORD-00335,Fiction,Books,640.82,6,New York,2024-10-07
ORD-00336,Phone,Electronics,725.42,3,New York,2024-03-23
ORD-00337,Biography,Books,776.15,4,Los Angeles,2024-07-14
ORD-00338,Vacuum Cleaner,Home & Kitchen,430.42,8,Houston,2024-06-07
ORD-00339,Tennis Racket,Sports,418.97,7,Houston,2024-06-09
ORD-00340,Biography,Books,480.99,6,Houston,2024-09-18
ORD-00341,Yoga Mat,Sports,988.52,8,Los Angeles,2024-11-26
ORD-00342,Jacket,Clothing,279.45,4,Los Angeles,2024-03-13
ORD-00343,Blender,Home & Kitchen,350.7,8,Houston,2024-11-26
ORD-00344,Shirt,Clothing,115.32,9,Chicago,2024-11-02
ORD-00345,Doll,Toys,855.34,1,Chicago,2024-07-30
ORD-00346,Fiction,Books,283.48,5,Chicago,2024-10-23
ORD-00347,Action Figure,Toys,97.84,6,Chicago,2024-11-26
ORD-00348,Shoes,Clothing,240.73,5,San Francisco,2024-05-27
ORD-00349,Blender,Home & Kitchen,709.19,9,Los Angeles,2024-11-13
ORD-00350,Doll,Toys,487.66,6,Houston,2024-03-08
ORD-00351,Laptop,Electronics,17.47,5,San Francisco,2024-05-06
ORD-00352,Headphones,Electronics,574.39,10,San Francisco,2024-08-27
ORD-00353,Biography,Books,129.67,6,New York,2024-04-27
ORD-00354,Phone,Electronics,42.87,9,New York,2024-08-22
ORD-00355,Microwave,Home & Kitchen,415.69,9,Los Angeles,2024-08-30
ORD-00356,Jeans,Clothing,85.3,2,San Francisco,2024-09-24
ORD-00357,Jacket,Clothing,523.79,2,Houston,2024-09-03
ORD-00358,Football,Sports,975.86,2,San Francisco,2024-10-15
ORD-00359,Headphones,Electronics,24.57,1,Los Angeles,2023-11-30
ORD-00360,Cookware,Home & Kitchen,748.73,3,Los Angeles,2024-04-24
ORD-00361,Tablet,Electronics,57.83,9,San Francisco,2024-08-03
ORD-00362,Microwave,Home & Kitchen,997.75,8,Chicago,2024-03-05
ORD-00363,Action Figure,Toys,757.12,5,Chicago,2024-07-08
ORD-00364,Vacuum Cleaner,Home & Kitchen,207.41,2,Chicago,2024-02-28
ORD-00365,Tablet,Electronics,445.31,1,Los Angeles,2024-01-05
ORD-00366,Shirt,Clothing,523.3,7,Los Angeles,2024-10-10
ORD-00367,Shoes,Clothing,117.4,9,Los Angeles,2024-10-20
ORD-00368,Football,Sports,946.77,7,Chicago,2024-01-02
ORD-00369,Doll,Toys,365.84,1,Chicago,2024-05-27
ORD-00370,Biography,Books,705.48,2,Chicago,2024-06-17
ORD-00371,Football,Sports,731.45,2,New York,2024-02-06
ORD-00372,Action Figure,Toys,96.01,3,Los Angeles,2024-10-07
ORD-00373,Headphones,Electronics,412.01,7,New York,2024-02-09
ORD-00374,Phone,Electronics,860.25,5,Los Angeles,2024-11-18
ORD-00375,Action Figure,Toys,200.73,1,Houston,2023-12-25
ORD-00376,Jeans,Clothing,913.03,10,Chicago,2024-07-22
ORD-00377,Tablet,Electronics,877.43,10,San Francisco,2024-11-24
ORD-00378,Phone,Electronics,820.98,6,New York,2024-11-21
ORD-00379,Microwave,Home & Kitchen,270.76,9,Chicago,2024-01-20
ORD-00380,Microwave,Home & Kitchen,335.98,10,Chicago,2024-01-30
ORD-00381,Doll,Toys,473.31,3,Los Angeles,2024-11-28
ORD-00382,Vacuum Cleaner,Home & Kitchen,385.73,6,Chicago,2024-01-22
ORD-00383,Football,Sports,341.04,2,New York,2024-06-07
ORD-00384,Textbook,Books,383.16,1,Houston,2024-08-09
ORD-00385,Biography,Books,755.8,7,New York,2024-04-26
ORD-00386,Non-Fiction,Books,159.41,10,Houston,2024-09-22
ORD-00387,Blender,Home & Kitchen,331.96,9,Houston,2024-11-20
ORD-00388,Basketball,Sports,248.06,3,New York,2024-08-21
ORD-00389,Building Blocks,Toys,914.51,1,Chicago,2024-11-10
ORD-00390,Puzzle,Toys,265.58,3,San Francisco,2024-10-25
ORD-00391,Building Blocks,Toys,800.42,4,Houston,2024-04-07
ORD-00392,Yoga Mat,Sports,353.97,6,San Francisco,2024-01-02
